Title, link, After exclusion and inclusion criteria, Present in Paper
"Applying virtual reality to remote control of mobile robot",https://doi.org/10.1051/matecconf/201712300010,,
"Design of Drive Unit Control Circuit for Nuclear Power Plant Incore Instrumentation System Based on PLC",https://www.scopus.com/record/display.uri?eid=2-s2.0-85055269332&origin=inward,,
"Four-circuit protection valve opening pressure automatic adjustment system based on machine vision",https://doi.org/10.1109/IHMSC.2017.196,,
"Domain specific language for structural modeling of logically controlled discrete-event mechatronic systems",https://doi.org/10.1109/MMAR.2017.8046788,,
"The performance detection system of distributed control system on offshore platform",https://doi.org/10.23919/ChiCC.2017.8029021,,
"System architecture design of PCIe root complex based on SOPC",https://doi.org/10.23919/ChiCC.2017.8028228,,
"Drilling rig hoisting platform security monitoring system design and application",https://doi.org/10.3390/machines5030019,,
"Position control of a turret using LabVIEW",https://doi.org/10.12693/APhysPolA.132.970,,
"An output instruction based PLC source code transformation approach for program logic simplification",https://www.scopus.com/record/display.uri?eid=2-s2.0-85031710497&origin=inward,X,X
"Programmable logic controller (PLC) application for hybrid electric vehicle (hev) simulator",https://www.scopus.com/record/display.uri?eid=2-s2.0-85031105095&origin=inward,,
"Control of technological and production processes as distributed parameter systems based on advanced numerical modeling",https://doi.org/10.1016/j.conengprac.2017.05.010,,
"Modularity and architecture of PLC-based software for automated production Systems: An analysis in industrial companies",https://doi.org/10.1016/j.jss.2017.05.051,,
"Retooling Tullow Ghana’s CSR strategy: A communication lens",https://doi.org/10.1108/JGR-03-2017-0013,,
"The design of automatic control system for hightemperature and high-pressure reaction tank",https://doi.org/10.1109/ICMA.2017.8015941,,
"Design of Control System of Ion Source for Injector II",https://doi.org/10.7538/yzk.2016.youxian.0703,,
"Automatic identification of failure type of electric contact life test based on LabVIEW",https://doi.org/10.7667/PSPC161258,,
"Can Pairwise Testing Perform Comparably to Manually Handcrafted Testing Carried Out by Industrial Engineers?",https://doi.org/10.1109/QRS-C.2017.23,X,X
"An innovative approach for modeling and simulation of an automated industrial robotic arm operated electro-pneumatically",https://doi.org/10.1088/1757-899X/227/1/012097,,
"Verification of operation of the actuator control system using the integration the B&amp;R Automation Studio software with a virtual model of the actuator system",https://doi.org/10.1088/1757-899X/227/1/012056,,
"Web-based remote control of a building's electrical power, green power generation and environmental system using a distributive microcontroller",https://doi.org/10.3390/mi8080241,,
"Design of lifting and transversing automatic spatial parking systems",https://doi.org/10.3772/j.issn.1002-0470.2017.08.010,X,
"Integration of S7 programmable logic controller in EPICS",https://doi.org/10.11884/HPLPB201729.170051,,
"Leveraging the SRTP protocol for over-the-network memory acquisition of a GE Fanuc Series 90-30",https://doi.org/10.1016/j.diin.2017.06.005,,
"SCADA network forensics of the PCCC protocol",https://doi.org/10.1016/j.diin.2017.06.012,,
"Development of PLC programming framework integrated with motion control software module",https://doi.org/10.1109/URAI.2017.7992852,,
"Development of a slow controller based prototype for data acquisition and control system for fusion research and development",https://doi.org/10.1109/ICCICCT.2016.7987932,,
"Programming and testing a PLC to control a scalable industrial plant in remote way",https://doi.org/10.1109/EXPAT.2017.7984363,,
"Switching of algorithms in the multiple models strategy by fuzzy logic through an Allen-Bradley PLC",https://doi.org/10.1109/EMES.2017.7980386,,
"Host computer software design of the automatic feeding system of the tank area based on WinCC configuration software",https://doi.org/10.1109/CCDC.2017.7978296,,
"Research on the wind turbine yaw system based on PLC",https://doi.org/10.1109/CCDC.2017.7979412,,
"Implementation of hardware and software solutions for remote monitoring in substations",https://doi.org/10.1109/OPTIM.2017.7975086,,
"Mobile robot concept with walking wheels made of rotary segments",https://doi.org/10.1109/CarpathianCC.2017.7970467,,
"Correct safety critical hardware descriptions via static analysis and theorem proving",https://doi.org/10.1109/FormaliSE.2017.11,,
"Design of integrated SCADA systems in piston production manufacturing case study on the conveyor, the coolant, the hydraulic, and the alarm systems using PLC CJ1M and CJ1W-ETN21",https://doi.org/10.1109/ICITACEE.2017.8257700,,
"Steam turbine lube oil system protections using SCADA &amp; PLC",https://doi.org/10.1109/ICCONS.2017.8250695,,
"Metrics for software quality in automated production systems as an indicator for technical debt",https://doi.org/10.1109/COASE.2017.8256186,,
"Virtual engineering framework for automatic generation of control logic including safety",https://doi.org/10.1109/COASE.2017.8256176,,
"Consistency Checking of Safety Constraints for Manufacturing Systems with Graph Analysis",https://doi.org/10.1016/j.ifacol.2017.08.273,,
"HOME I/O and FACTORY I/O: a virtual house and a virtual plant for control education",https://doi.org/10.1016/j.ifacol.2017.08.1719,,
"Adapting the concept of technical debt to software of automated Production Systems focusing on fault handling, mode of operation and safety aspects",https://doi.org/10.1016/j.ifacol.2017.08.1308,,
"A Black-Box Identification Method for Automated Discrete-Event Systems",https://doi.org/10.1109/TASE.2015.2445332,,
"Posterior cruciate ligament injuries associated with military survival swim training",https://doi.org/10.7205/MILMED-D-16-00334,,
"Transformation of GRAFCET to PLC code including hierarchical structures",https://doi.org/10.1016/j.conengprac.2017.03.012,,
"Hardware design of automatic feeding system in tank area based on PCS7 software",https://doi.org/10.1109/YAC.2017.7967491,,
"Experimental research on communication technology of new plant based on visible light communication",https://doi.org/10.1109/EI2.2017.8245483,,
"Ontology-based framework for the generation of interlock code with redundancy elimination",https://doi.org/10.1109/ETFA.2017.8247710,,
"Applicability of supervisory control theory for the supervision of PLC programs",https://doi.org/10.1109/ETFA.2017.8247575,,
"Increasing control application reusability through generic device configuration model",https://doi.org/10.1109/ETFA.2017.8247577,,
"Exploring code clones in programmable logic controller software",https://doi.org/10.1109/ETFA.2017.8247574,,
"A live static code analysis architecture for PLC software",https://doi.org/10.1109/ETFA.2017.8247707,,
"Roaming in wireless factory automation networks",https://doi.org/10.1109/ETFA.2017.8247723,,
"Enhancing machine design course with an integrated vending machine system",https://www.scopus.com/record/display.uri?eid=2-s2.0-85030571130&origin=inward,,
"Design and build a water channel for a fluid dynamics lab",https://www.scopus.com/record/display.uri?eid=2-s2.0-85030567935&origin=inward,,
"Maker: Smart lighting module for teaching high school science and engineering students about Programmable Logic Controllers",https://www.scopus.com/record/display.uri?eid=2-s2.0-85030567450&origin=inward,,
"Whether mechatronics or PLC, the course should be accepted by both EECS and EET",https://www.scopus.com/record/display.uri?eid=2-s2.0-85030564494&origin=inward,,
"MAKER: Smart packaging machine simulator for teaching ladder logic programming",https://www.scopus.com/record/display.uri?eid=2-s2.0-85030545166&origin=inward,,
"Teaching Finite State Machines (FSMs) as part of a Programmable Logic control (PLC) course",https://www.scopus.com/record/display.uri?eid=2-s2.0-85030529462&origin=inward,,
"The automatization of alignment system for calibration of hydrometers",https://doi.org/10.12693/APhysPolA.131.1466,,
"Automatic chain cold drawing machine design",https://doi.org/10.1109/ICNISC.2016.61,,
"HOME I/O and FACTORY I/O : 2 Pieces of innovative PO simulation software for automation education",https://doi.org/10.1109/EAEEIE.2017.8768639,,
"Functional Safety and Industrial Communication Associated for the Smart Factory",https://doi.org/10.1109/EAEEIE.2017.8768714,,
"Research on Shape Control of Investment Casting Pattern Based on PLC",https://doi.org/10.3969/j.issn.1673-3193.2017.03.012,,
"Design verification enhancement of field programmable gate array-based safety-critical I&amp;C system of nuclear power plant",https://doi.org/10.1016/j.nucengdes.2017.03.005,,
"Promoting industrial robotics education by curriculum, robotic simulation software, and advanced robotic workcell development and implementation",https://doi.org/10.1109/SYSCON.2017.7934754,,
"A Comparative Study of Manual and Automated Testing for Industrial Control Software",https://doi.org/10.1109/ICST.2017.44,,
"Formal verification of ladder logic programs using NuSMV",https://doi.org/10.1109/SECON.2017.7925390,,
"The study of principal axis controller in open CNC system",https://doi.org/10.1109/ICMIMT.2017.7917441,,
"Implementation and analysis of PLC SCADA controlled closed loop four quadrant speed control of chopper fed DC motor",https://doi.org/10.1109/ICEPES.2016.7915952,,
"Synthesis of a New DLMPPT Technique with PLC for Enhanced PV Energy Extraction under Varying Irradiance and Load Changing Conditions",https://doi.org/10.1109/JPHOTOV.2017.2675979,,
"A PLC platform-independent structural analysis on FBD programs for digital reactor protection systems",https://doi.org/10.1016/j.anucene.2017.02.006,,
"The cost of inpatient management of heart failure patients: a microcosting study in the Irish healthcare setting",https://doi.org/10.1007/s11845-016-1514-7,,
"A physical model for the formation of a vibrational portrait of the electromechanical assembly",https://doi.org/10.1109/EIConRus.2017.7910564,,
"A program model of fuzzy interpreted petri net to control discrete event systems",https://doi.org/10.3390/app7040422,,
"Smart Diesel Generator to compensate on-grid PV fluctuation: A case study in Sumba Island Indonesia",https://doi.org/10.1109/ICPERE.2016.7904847,,
"Security issues in SCADA based industrial control systems",https://doi.org/10.1109/Anti-Cybercrime.2017.7905261,,
"Automation heating and pumping for water using Zelio PLC",https://doi.org/10.1109/ATEE.2017.7905089,,
"Poster abstract: OPC-UA communication framework for PLC-based industrial IoT applications",https://doi.org/10.1145/3054977.3057305,,
"Fault Handling of Nuclear Power Plant PLC Data Acquisition System Based on MSG Instruction",https://doi.org/10.13832/j.jnpe.2017.02.0130,,
"Using Timed Base-Choice Coverage Criterion for Testing Industrial Control Software",https://doi.org/10.1109/ICSTW.2017.41,,
"Application of oxygen uptake rate online monitoring device",https://doi.org/10.12030/j.cjee.201510198,,
"Design of crack detection system",https://doi.org/10.1109/ICNISC.2017.00039,,
"Design of automatic waste tobacco reclaiming device for PROTOS-M5 cigarette maker",https://doi.org/10.16135/j.issn1002-0861.2016.0010,,
"NIPAD: a non-invasive power-based anomaly detection scheme for programmable logic controllers",https://doi.org/10.1631/FITEE.1601540,,
"Corrigendum to ‘Ventricular tachyarrhythmia during pregnancy in women with heart disease: Data from the ROPAC, a registry from the European Society of Cardiology’ [Int. J. Cardiol. 220 (2016) 131–136] (S0167527316310695)(10.1016/j.ijcard.2016.06.061)",https://doi.org/10.1016/j.ijcard.2017.01.077,,
"PI control of laboratory model elevator via ladder logic in PLC",https://doi.org/10.1109/SAMI.2017.7880338,,
"Influence of orientation and the impact of external window shading on building thermal performance in tropical climate",https://doi.org/10.1016/j.enbuild.2017.01.018,,
"The PLC-based industrial temperature control system: Design and implementation",https://doi.org/10.1051/matecconf/201710003031,,
"Design and implementation of PLC based reclosing device on synchronization line of small hydropower stations",https://doi.org/10.1109/ICPRE.2016.7871220,,
"Application of Object-Oriented Programming Method in Rewinder Program Design",https://doi.org/10.11980/j.issn.0254-508X.2017.03.011,,
"Eccentric adjusting technology for large bearing floating rotating worktable",https://www.scopus.com/record/display.uri?eid=2-s2.0-85021422214&origin=inward,,
"Control strategy of saving or taking parking vehicles for stacker type stereo garage",https://doi.org/10.3969/j.issn.1671-7775.2017.02.010,,
"NuDE 2.0: A formal method-based software development, verification and safety analysis environment for digital I&amp;Cs in NPPs",https://doi.org/10.5626/JCSE.2017.11.1.9,,
"Erratum to: Pulmonary hypertension and pregnancy outcomes: data from the Registry Of Pregnancy and Cardiac Disease (ROPAC) of the European Society of Cardiology: Pulmonary hypertension in pregnancy (European Journal of Heart Failure, (2016), 18, 9, (1119-1128), 10.1002/ejhf.594)",https://doi.org/10.1002/ejhf.773,,
"Erratum to: Body surface area as a prognostic marker in chronic heart failure patients: results from the Heart Failure Registry of the Heart Failure Association of the European Society of Cardiology: Body indices and mortality in heart failure (European Journal of Heart Failure, (2016), 18, 7, (859-868), 10.1002/ejhf.551)",https://doi.org/10.1002/ejhf.771,,
"Erratum to: European Society of Cardiology Heart Failure Long-Term Registry (ESC-HF-LT): 1-year follow-up outcomes and differences across regions: ESC-HF-LT: 1-year follow-up (European Journal of Heart Failure, (2016), 18, 6, (613-625), 10.1002/ejhf.566)",https://doi.org/10.1002/ejhf.772,,
"Cryogenic instrumentation for ITER magnets",https://doi.org/10.1088/1757-899X/171/1/012130,,
"Development of a measurement and control system for a 10 kW@20 K refrigerator based on Siemens PLC S7-300",https://doi.org/10.1088/1757-899X/171/1/012010,,
"Commissioning results of CERN HIE-ISOLDE and INFN ALPI cryogenic control systems",https://doi.org/10.1088/1757-899X/171/1/012002,,
"Process Control Migration of 50 LPH Helium Liquefier",https://doi.org/10.1088/1757-899X/171/1/012005,,
"Design and implementation of energy saving control and regulation system for metallurgical furnace",https://doi.org/10.4108/eai.28-2-2017.152299,,
"Research on Multi-function Welding Controller Based on PLC Technology",https://doi.org/10.3963/j.issn.1671-4431.2017.02.012,,
"Automated and monitored liquid filling system using PLC technology",https://doi.org/10.1109/ICCCCEE.2017.7866699,,
"Automation design for a syrup production line using Siemens PLC S7-1200 and TIA Portal software",https://doi.org/10.1109/ICCCCEE.2017.7866702,,
"Automatic control system of liquid pesticide ingredients production line",https://doi.org/10.1109/CISP-BMEI.2016.7853027,,
"Automated test bench for an induction motor using LabVIEW",https://doi.org/10.1109/ICPEICES.2016.7853547,,
"Implementation of PPC-SSR as final control element and interfacing of PLC with LabVIEW using Modbus in two tank non interacting level control system",https://doi.org/10.1109/ICPEICES.2016.7853095,,
"Correction: Risk of Pregnancy in Moderate and Severe Aortic Stenosis : From the Multinational ROPAC Registry (Journal of the American College of Cardiology (2016) 68(16) (1727–1737)(S0735109716348847)(10.1016/j.jacc.2016.07.750)",https://doi.org/10.1016/j.jacc.2016.12.008,,
"Strictly Formalized Situation-Operator-Modeling technique for fall-back layer modeling for autonomous or semi-autonomous systems requiring software-based fail-safe behavior",https://doi.org/10.1109/SMC.2016.7844353,,
"Using structured text source code metrics and artificial neural networks to predict change proneness at code tab and program organization level",https://doi.org/10.1145/3021460.3021481,,
"Static Code Analysis of IEC 61131-3 Programs: Comprehensive Tool Support and Experiences from Large-Scale Industrial Application",https://doi.org/10.1109/TII.2016.2604760,,
"Novel Type of Automatic Straightening Sub-Unit Dedicated to Automotive Thermostat",https://doi.org/10.13922/j.cnki.cjovst.2017.02.19,,
"Automatic navigation path search and turning control of agricultural machinery based on GNSS",https://doi.org/10.11975/j.issn.1002-6819.2017.z1.011,,
"Implementation supervisory control ladder language for a manufacturing cell",https://doi.org/10.1109/TLA.2017.7854615,,
"Design and experiment of grafting robot operated by one person for cucurbitaceous seedlings cultivated in plug trays",https://doi.org/10.6041/j.issn.1000-1298.2017.01.002,,
"Tunnel Construction Ventilation Monitoring System Based on Fieldbus Technology",https://doi.org/10.1109/ICIICII.2016.0026,,
"Warehouse Management System Development Base on Open Source Web Framework",https://doi.org/10.1109/ICIICII.2016.0027,,
"Central air-conditioning control system based on fuzzy PID controller",https://doi.org/10.1145/3034950.3034969,,
"Technology-Based Learning system in Programmable Logic Controller Education",https://doi.org/10.1109/T4E.2016.071,,
"A process control learning factory with a plant simulation integrated to industry standard control hardware",https://doi.org/10.1109/RoboMech.2016.7813175,,
"An experimental comparative analyse between three low capacity PLCs",https://doi.org/10.1088/1757-899X/163/1/012034,,
"Low cost automation solution for paper bag production using commodity hardware",https://doi.org/10.1109/RTEICT.2016.7807903,,
"The Resource Usage Viewpoint of Industrial Control System Security: An Inference-Based Intrusion Detection System",https://doi.org/10.1007/978-3-319-50660-9_8,,
"The design of automation software development platform based-on net Framework C#",https://www.scopus.com/record/display.uri?eid=2-s2.0-85084161293&origin=inward,X,
"Method of auto programming robot PLC controller",https://www.scopus.com/record/display.uri?eid=2-s2.0-85084161118&origin=inward,,
"SCADA network forensics of the PCCC protocol",https://doi.org/10.1016/j.diin.2017.06.012,,
"Leveraging the SRTP protocol for over-the-network memory acquisition of a GE Fanuc Series 90-30",https://doi.org/10.1016/j.diin.2017.06.005,,
"Teacher professional learning communities: A collaborative OER adoption approach in Karnataka, India",https://doi.org/10.5281/zenodo.1005330,,
"Symbolic execution of programmable logic controller code",https://doi.org/10.1145/3106237.3106245,,
"An integrated robotic system: 2D-vision based inspection robot with automated PLC conveyor system",https://doi.org/10.11159/cdsr17.136,,
"Building a programmable logic controller with a PIC16F648A Microcontroller",https://doi.org/10.1201/b15408,,
"Mechatronic system control, logic, and data acquisition",https://doi.org/10.1201/9781420009026,,
"Dynamic switching of processor simulation model accuracy",https://www.scopus.com/record/display.uri?eid=2-s2.0-85050033354&origin=inward,,
"Evaluation of a simulation-based plc processor optimization",https://www.scopus.com/record/display.uri?eid=2-s2.0-85049960001&origin=inward,,
"Development and application of FPGA-based logic controller",https://www.scopus.com/record/display.uri?eid=2-s2.0-85047832983&origin=inward,,
"Complexity and error potential of digital I&amp;C",https://www.scopus.com/record/display.uri?eid=2-s2.0-85047781612&origin=inward,,
"Configuration and programming of the S7-1200 PLC in PROFIBUS communication with the UNIDRIVE SP for industrial use",https://doi.org/10.18687/LACCEI2017.1.1.124,,
"Development and implementation of maintenance plan RCM in the automation of inspection lines with Allen-Bradley equipment",https://doi.org/10.18687/LACCEI2017.1.1.353,,
"Design of real-time communication system for image recognition based colony picking instrument",https://doi.org/10.1117/12.2296305,,
"Automatic assembly line system of garment bracket based on PLC",https://www.scopus.com/record/display.uri?eid=2-s2.0-85044989108&origin=inward,,
"Evaluation of the gains obtained in the centralization of the control of motorized valves system",https://www.scopus.com/record/display.uri?eid=2-s2.0-85044752433&origin=inward,,
"A developed control system by using OPC communication between matlab and PLC for determination of weeds in corn field",https://www.scopus.com/record/display.uri?eid=2-s2.0-85044730082&origin=inward,,
"Competent reliable operation of HCWN",https://doi.org/10.1007/978-3-319-52905-9_10,,
"Reducing the impact of experience gap and increasing service delivery by automating the coiled tubing intervention",https://doi.org/10.2118/188685-ms,,
"Design of transformer oil temperature intelligent monitoring and alarm system based on PLC",https://doi.org/10.3303/CET1762147,,
"Application of PLC control system and communication technology in chemical plant equipment renovation",https://doi.org/10.3303/CET1762114,,
"PLC electric control system of CNC machine tool",https://doi.org/10.3303/CET1762198,,
"Construction of CFC-Programs by LTL-Specification",https://doi.org/10.3103/S0146411617070173,,
"Digital image analysis of sheet metal testing and forming",https://www.scopus.com/record/display.uri?eid=2-s2.0-85041184541&origin=inward,,
"Production-like robotics and automation laboratory resources for a manufacturing engineering program",https://doi.org/10.1115/IMECE2017-72638,,
"Development of an articulation robot arm",https://doi.org/10.1139/tcsme-2017-1031,,
"Study on the motor test system based on PLC control technology",https://www.scopus.com/record/display.uri?eid=2-s2.0-85039965777&origin=inward,,
"Development and study of technological visual programming of logic control problems",https://doi.org/10.15587/1729-4061.2017.118833,X,X
"The problem of modeling and application of pulse width modulation PWM for automatic process control",https://doi.org/10.15199/48.2017.12.44,,
"New design and automation concept of an energy-efficient, tertiary building for mixed-mode ventilation system",https://doi.org/10.5875/ausmt.v7i4.1290,,
"Control system design of cotton round baling equipment based on PLC",https://doi.org/10.13031/aim.201700502,,
"Curriculum development of an enhanced automation and control course by emphasizing on programmable logic controllers in electronics engineering technology program",https://www.scopus.com/record/display.uri?eid=2-s2.0-85034255566&origin=inward,,
"The application of parallel Monte Carlo simulation in the reliability evaluation of composite electric power systems",https://www.scopus.com/record/display.uri?eid=2-s2.0-85034230705&origin=inward,,
"Unified logical model to identify faults in a PLC controlled manufacturing system",https://www.scopus.com/record/display.uri?eid=2-s2.0-85032799685&origin=inward,,
"Integration of Wireless Sensor Networks into Industrial Control Systems",https://doi.org/10.1007/978-3-319-45117-6_19,,
"Exploring of the Consequences of Human Resources Multitasking in Industrial Automation Projects: A Tool to Mitigate Impacts",https://doi.org/10.1016/j.proeng.2017.08.002,,
"Generalised test tables: A practical specification language for reactive systems",https://doi.org/10.1007/978-3-319-66845-1_9,,
"Evolutionary Algorithms for Programming Pneumatic Sequential Circuit Controllers",https://doi.org/10.1016/j.promfg.2017.07.299,,
"Semantic Modelling of Hybrid Controllers for Robotic Cells",https://doi.org/10.1016/j.promfg.2017.07.108,,
"Overview of the Activities on Heavy Duty Diesel Engines Waste Heat Recovery with Organic Rankine Cycles (ORC) in the Frame of the ECCO-MATE EU FP7 Project",https://doi.org/10.1016/j.egypro.2017.09.136,,
"SCADA/HMI systems for learning processes of advanced control algorithms",https://doi.org/10.1007/978-981-10-6454-8_12,,
"Detecting anomalous programmable logic controller events using machine learning",https://doi.org/10.1007/978-3-319-67208-3_5,X,X
"13th IFIP WG 11.9 International Conference on Digital Forensics, 2017",https://www.scopus.com/record/display.uri?eid=2-s2.0-85029410489&origin=inward,,
"Formal verification for validation of PSEEL's PLC program",https://doi.org/10.5220/0006418705670574,,
"Assessment of energy consumption for safety-related PLC-based systems",https://doi.org/10.1007/978-3-319-44162-7_14,,
"Application of Programmable Logic Controller to Build-up an Intelligent Industry 4.0 Platform",https://doi.org/10.1016/j.procir.2017.03.116,,
"Application of automatic control technology of drilling machine based on PLC",https://www.scopus.com/record/display.uri?eid=2-s2.0-85028630598&origin=inward,,
"Research on key technology of CNC machine tool intelligent monitoring system for smart factory",https://doi.org/10.3233/978-1-61499-792-4-142,,
"Development of control system for the assembly equipments of spacer bar based on PLC",https://doi.org/10.1007/978-3-319-65298-6_70,,
"Professional/Peer-learning community: Impacts on workplace training at Bangkok Metropolitan Administration (BMA) schools",https://doi.org/10.1108/JWL-11-2016-0098,,
"An endurance test of composite panels",https://doi.org/10.4028/www.scientific.net/SSP.260.241,,
"Research on the design of constant pressure water supply system based on PLC",https://doi.org/10.3303/CET1759118,,
"Design of automatic fire alarm system in workshop of chemical plant",https://doi.org/10.3303/CET1759101,,
"Development of intelligence technique in Shariah compliance washing machine via PLC",https://doi.org/10.3923/jai.2017.49.58,,
"LASARUS: Lightweight attack surface reduction for legacy industrial control systems",https://doi.org/10.1007/978-3-319-62105-0_3,,
"Design of automatic control system based on unified timed hybrid petri net",https://doi.org/10.15446/dyna.v84n200.56917,,
"Improvement of the quality control of Elisa testing for the laboratory confirmation of measles and rubella infections at the stage of the measles/rubella elimination program",https://doi.org/10.15789/2220-7619-2017-1-69-78,,
"Lighting quality supported by software and application of increasing the efficiency",https://www.scopus.com/record/display.uri?eid=2-s2.0-85021062930&origin=inward,,
"Accounting logics as a challenge for ERP system implementation: A field study of SAP",https://doi.org/10.1108/JAOC-10-2015-0085,,
"Experimental Study for a Micro Smart Grid to Meet the Energy Demand of a Household",https://doi.org/10.1016/j.egypro.2017.03.418,,
"Energy-efficient Street Lighting Using a Mitsubishi Alpha 2 PLC Based Solution",https://doi.org/10.1016/j.proeng.2017.02.473,,
"IMMAS an industrial meta-model for automation system using OPC UA",https://doi.org/10.5755/j01.eie.23.3.18324,,
"PLC-based systems for data acquisition and supervisory control of environment-friendly energy-saving technologies",https://doi.org/10.1007/978-3-319-44162-7_13,,
"Computerized system for remote level control with discrete self-testing",https://www.scopus.com/record/display.uri?eid=2-s2.0-85020506531&origin=inward,,
"Communication technology of PLC control system and field bus technology",https://www.scopus.com/record/display.uri?eid=2-s2.0-85020497973&origin=inward,,
"BLDC motor control in HiL configuration with the use of matlab/simulink software and PLC",https://doi.org/10.15199/48.2017.06.02,,
"A novel approach for design and monitor the raw material handling system in a steel plant",https://www.scopus.com/record/display.uri?eid=2-s2.0-85020134069&origin=inward,,
"PLC program translation for verification purposes",https://doi.org/10.3311/PPee.9743,,
"Re-imagining machine configuration through intelligent drives",https://www.scopus.com/record/display.uri?eid=2-s2.0-85019161258&origin=inward,,
"Supervisory system design and implementation of automatic illumination control for dimmable flat LED lighting devices in buildings",https://doi.org/10.18494/SAM.2017.1519,,
"Developing and sustaining an educative mentoring model of STEM teacher professional development through collaborative partnership",https://doi.org/10.1080/13611267.2017.1308097,,
"Peat water treatment based wireless data acquisition system for flexible remote monitoring",https://www.scopus.com/record/display.uri?eid=2-s2.0-85017348440&origin=inward,,
"Keep on running",https://www.scopus.com/record/display.uri?eid=2-s2.0-85016303204&origin=inward,,
"Design of monitoring system for mail-sorting based on the Profibus S7 series PLC",https://doi.org/10.1117/12.2265975,,
"SFC graphic editor for CPDev environment",https://doi.org/10.1007/978-3-319-54042-9_17,,
"Experimental validation of a simple dynamic model of a laboratory scale recirculating aquaculture system fitted with a submerged membrane bioreactor",https://doi.org/10.1016/j.bej.2017.02.005,,
"Scada and smart energy grid control automation",https://doi.org/10.1016/B978-0-12-805343-0.00018-8,,
"International Conference on Systems, Control and Information Technologies, SCIT 2016",https://www.scopus.com/record/display.uri?eid=2-s2.0-85009495495&origin=inward,,
"Human-Robot interaction in the rehabilitation robot renus-1",https://doi.org/10.1007/978-3-319-48923-0_39,,
"PLC-β1 and cell differentiation: An insight into myogenesis and osteogenesis",https://doi.org/10.1016/j.jbior.2016.10.005,,
"A Light-Weight Fault Injection Approach to Test Automated Production System PLC Software in Industrial Practice",https://doi.org/10.1016/j.conengprac.2016.09.012,X,X
"Implementation of ladder logic for control of pipeline inspection robot using PLC",https://doi.org/10.1007/978-981-10-1708-7_113,,
"Design and implementation of a PI controller for a metal casting machine",https://doi.org/10.1007/978-3-319-43671-5_70,,
"A Method for PLC Implementation of Supervisory Control of Discrete Event Systems",https://doi.org/10.1109/TCST.2016.2544702,,
"Design and experiment of integrated motion control system for unmanned surface vehicle with single waterjet-propulsion",https://www.scopus.com/record/display.uri?eid=2-s2.0-85013113420&origin=inward,,
"Design and experiment on potted-seedling automatic transplanter control system for motion coordinating",https://doi.org/10.6041/j.issn.1000-1298.2016.12.001,,
"Enabling plug-and-play software components in industrial cyber-physical systems by adopting service-oriented architecture paradigm",https://doi.org/10.1109/IECON.2016.7793834,,
"Hardware Abstraction Layer for JAVA-based agents",https://doi.org/10.1109/IECON.2016.7793559,,
"Automated Hardware-in-the-loop testing for high voltage/power system 'AVL E-STORAGE BTE'",https://doi.org/10.1109/IECON.2016.7793398,,
"Effect of Common-Mode Interference on Communication Performance of a Motor Drive System",https://doi.org/10.1109/VPPC.2016.7791671,,
"Design of remote monitor system for die casting units",https://doi.org/10.1109/CCSSE.2016.7784392,,
"A solution for study of positioning control of two axes",https://doi.org/10.1109/ICEPE.2016.7781419,,
"Implementation of a simulator of industrial processes",https://doi.org/10.1109/ICA-ACCA.2016.7778494,,
"VIBROMOD - An electronic equipment for data Vibration Measurement and analysis",https://doi.org/10.1109/SIITME.2016.7777281,,
"A SCADA system testbed for cybersecurity and forensic research and pedagogy",https://doi.org/10.1145/3018981.3018984,,
"Double-tick realization of binary control program",https://doi.org/10.1063/1.4968662,,
"Study of fuzzy PID control system for the product oil pipe-convey",https://doi.org/10.1109/IMCCC.2016.184,,
"Parallel execution of plc control program based on multi-core processor",https://doi.org/10.14135/j.cnki.1006-3080.2016.06.012,,
"Design of the interlock function for HIMM cyclotron control system",https://doi.org/10.11884/HPLPB201628.160361,,
"Different expression and subcellular localization of Phosphoinositide-specific Phospholipase C enzymes in differently polarized macrophages",https://doi.org/10.1007/s12079-016-0335-9,,
"Reconfiguration strategy for Fault Tolerance of power Distribution Systems using Petri net",https://doi.org/10.1109/ETCM.2016.7750820,,
"Analysis framework for evaluating PLC software: An application of Semantic Web technologies",https://doi.org/10.1109/ISIE.2016.7745037,,
"Local control unit for ITER-India gyrotron test facility (IIGTF)",https://doi.org/10.1016/j.fusengdes.2016.05.036,,
"Development and implementation of flowing liquid lithium limiter control system for EAST",https://doi.org/10.1016/j.fusengdes.2016.08.011,,
"Design, development and testing of real time control and data acquisition system for R&amp;D IC H&amp;CD source",https://doi.org/10.1016/j.fusengdes.2016.05.029,,
"Automation of Aditya vacuum control system based on CODAC Core System",https://doi.org/10.1016/j.fusengdes.2016.05.032,,
"Implementation of time synchronized cryogenics control system network architecture for SST-1",https://doi.org/10.1016/j.fusengdes.2016.05.033,,
"Sustaining faculty professional development: Evidences from a localized professional learning community",https://doi.org/10.1109/LaTiCE.2016.11,,
"Automated test suite generation to test modular designed packaging machines using Fault Injection and a simulink-based simulation approach",https://doi.org/10.1109/COASE.2016.7743479,,
"Hardware-in-the-loop simulative platform for wind turbine based on real-time simulation",https://doi.org/10.1109/PESGM.2016.7741243,,
"Automatic generation of diagnostic handling code for decentralized PLC-based control architectures",https://doi.org/10.1109/ETFA.2016.7733694,,
"LabVIEW event handling using EPICS PV for ICRH DAC software",https://doi.org/10.1109/ICACCI.2016.7732204,,
